Quarter,Department,Location,Category,Budgeted_Amount,Actual_Spending
Q3 2024,Sales,Austin,Maintenance,189674,320146
Q3 2024,Sales,Austin,Software Licenses,288667,802191
Q3 2024,Sales,Austin,Healthcare,687126,1031150
Q3 2024,Sales,Austin,Security,890694,395885
Q3 2024,Sales,Austin,Catering,591348,831496
Q3 2024,Sales,Austin,Transportation,272223,661862
Q3 2024,Sales,Austin,Legal Fees,664759,603651
Q3 2024,Sales,Miami,Salaries,323870,373108
Q3 2024,Sales,Miami,Office Supplies,356050,980049
Q3 2024,Sales,Miami,Travel,279676,230151
Q3 2024,Sales,Miami,Training,910121,844014
Q3 2024,Sales,Miami,Equipment,476573,137904
Q3 2024,Sales,Miami,Utilities,44162,2625
Q3 2024,Sales,Miami,Miscellaneous,922253,651275
Q3 2024,Sales,Miami,Marketing,274497,471106
Q3 2024,Sales,Miami,Consulting,113313,442117
Q3 2024,Sales,Miami,Maintenance,29477,537558
Q3 2024,Sales,Miami,Software Licenses,680930,266714
Q3 2024,Sales,Miami,Healthcare,87373,271902
Q3 2024,Sales,Miami,Security,929941,376750
Q3 2024,Sales,Miami,Catering,694464,796038
Q3 2024,Sales,Miami,Transportation,719730,861964
Q3 2024,Sales,Miami,Legal Fees,529839,552790
Q3 2024,Sales,Denver,Salaries,69359,429793
Q3 2024,Sales,Denver,Office Supplies,449096,299771
Q3 2024,Sales,Denver,Travel,144988,601909
Q3 2024,Sales,Denver,Training,127150,621771
Q3 2024,Sales,Denver,Equipment,474919,1013567
Q3 2024,Sales,Denver,Utilities,697805,871122
Q3 2024,Sales,Denver,Miscellaneous,310780,1009954
Q3 2024,Sales,Denver,Marketing,468143,810271
Q3 2024,Sales,Denver,Consulting,996698,913253
Q3 2024,Sales,Denver,Maintenance,817117,963233
Q3 2024,Sales,Denver,Software Licenses,838566,1093260
Q3 2024,Sales,Denver,Healthcare,352060,738792
Q3 2024,Sales,Denver,Security,108967,425324
Q3 2024,Sales,Denver,Catering,95455,407070
Q3 2024,Sales,Denver,Transportation,784123,27050
Q3 2024,Sales,Denver,Legal Fees,462063,340335
Q3 2024,Customer Service,New York,Salaries,958497,301865
Q3 2024,Customer Service,New York,Office Supplies,176405,157657
Q3 2024,Customer Service,New York,Travel,240646,622488
Q3 2024,Customer Service,New York,Training,190937,97647
Q3 2024,Customer Service,New York,Equipment,473312,794093
Q3 2024,Customer Service,New York,Utilities,837188,932283
Q3 2024,Customer Service,New York,Miscellaneous,386007,525445
Q3 2024,Customer Service,New York,Marketing,62192,260518
Q3 2024,Customer Service,New York,Consulting,192758,901836
Q3 2024,Customer Service,New York,Maintenance,836165,186126
Q3 2024,Customer Service,New York,Software Licenses,236161,548326
Q3 2024,Customer Service,New York,Healthcare,813425,444994
Q3 2024,Customer Service,New York,Security,686852,610566
Q3 2024,Customer Service,New York,Catering,677341,594484
Q3 2024,Customer Service,New York,Transportation,287287,242619
Q3 2024,Customer Service,New York,Legal Fees,996107,807755
Q3 2024,Customer Service,San Francisco,Salaries,716637,967593
Q3 2024,Customer Service,San Francisco,Office Supplies,108044,250294
Q3 2024,Customer Service,San Francisco,Travel,506173,156590
Q3 2024,Customer Service,San Francisco,Training,182062,991306
Q3 2024,Customer Service,San Francisco,Equipment,653694,875557
Q3 2024,Customer Service,San Francisco,Utilities,457104,504669
Q3 2024,Customer Service,San Francisco,Miscellaneous,70351,162134
Q3 2024,Customer Service,San Francisco,Marketing,491588,221843
Q3 2024,Customer Service,San Francisco,Consulting,706359,1084163
Q3 2024,Customer Service,San Francisco,Maintenance,235085,904769
Q3 2024,Customer Service,San Francisco,Software Licenses,759171,837576
Q3 2024,Customer Service,San Francisco,Healthcare,499095,502825
Q3 2024,Customer Service,San Francisco,Security,71309,183530
Q3 2024,Customer Service,San Francisco,Catering,930950,98264
Q3 2024,Customer Service,San Francisco,Transportation,687093,853101
Q3 2024,Customer Service,San Francisco,Legal Fees,120156,429346
Q3 2024,Customer Service,Chicago,Salaries,339144,81112
Q3 2024,Customer Service,Chicago,Office Supplies,442848,559651
Q3 2024,Customer Service,Chicago,Travel,22576,933574
Q3 2024,Customer Service,Chicago,Training,528608,361501
Q3 2024,Customer Service,Chicago,Equipment,667110,397673
Q3 2024,Customer Service,Chicago,Utilities,628290,370863
Q3 2024,Customer Service,Chicago,Miscellaneous,185535,462789
Q3 2024,Customer Service,Chicago,Marketing,27572,146071
Q3 2024,Customer Service,Chicago,Consulting,281092,641942
Q3 2024,Customer Service,Chicago,Maintenance,521114,505603
Q3 2024,Customer Service,Chicago,Software Licenses,641816,614913
Q3 2024,Customer Service,Chicago,Healthcare,695186,793215
Q3 2024,Customer Service,Chicago,Security,90051,329573
Q3 2024,Customer Service,Chicago,Catering,815299,835111
Q3 2024,Customer Service,Chicago,Transportation,192303,678033
Q3 2024,Customer Service,Chicago,Legal Fees,984766,1063708
Q3 2024,Customer Service,Dallas,Salaries,747716,672724
Q3 2024,Customer Service,Dallas,Office Supplies,782700,414542
Q3 2024,Customer Service,Dallas,Travel,204305,721641
Q3 2024,Customer Service,Dallas,Training,307822,873881
Q3 2024,Customer Service,Dallas,Equipment,894993,22443
Q3 2024,Customer Service,Dallas,Utilities,800395,63928
Q3 2024,Customer Service,Dallas,Miscellaneous,458576,567611
Q3 2024,Customer Service,Dallas,Marketing,574722,467406
Q3 2024,Customer Service,Dallas,Consulting,67617,875125
Q3 2024,Customer Service,Dallas,Maintenance,938773,846933
Q3 2024,Customer Service,Dallas,Software Licenses,642857,1023025
Q3 2024,Customer Service,Dallas,Healthcare,732672,685564
Q3 2024,Customer Service,Dallas,Security,884784,18201
Q3 2024,Customer Service,Dallas,Catering,867164,889190
Q3 2024,Customer Service,Dallas,Transportation,511874,245173
Q3 2024,Customer Service,Dallas,Legal Fees,370792,1025557
Q3 2024,Customer Service,Boston,Salaries,82494,507711
Q3 2024,Customer Service,Boston,Office Supplies,745265,350962
Q3 2024,Customer Service,Boston,Travel,602513,255372
Q3 2024,Customer Service,Boston,Training,83867,1003808
Q3 2024,Customer Service,Boston,Equipment,169600,541653
Q3 2024,Customer Service,Boston,Utilities,780957,531917
Q3 2024,Customer Service,Boston,Miscellaneous,866404,1016465
Q3 2024,Customer Service,Boston,Marketing,459818,1026599
Q3 2024,Customer Service,Boston,Consulting,883693,82623
Q3 2024,Customer Service,Boston,Maintenance,616036,564029
Q3 2024,Customer Service,Boston,Software Licenses,255265,776269
Q3 2024,Customer Service,Boston,Healthcare,520493,698619
Q3 2024,Customer Service,Boston,Security,165404,898771
Q3 2024,Customer Service,Boston,Catering,911913,473215
Q3 2024,Customer Service,Boston,Transportation,654817,534264
Q3 2024,Customer Service,Boston,Legal Fees,997433,258305
Q3 2024,Customer Service,Los Angeles,Salaries,987710,838748
Q3 2024,Customer Service,Los Angeles,Office Supplies,485353,671232
Q3 2024,Customer Service,Los Angeles,Travel,265395,150471
Q3 2024,Customer Service,Los Angeles,Training,964221,167260
Q3 2024,Customer Service,Los Angeles,Equipment,886540,381847
Q3 2024,Customer Service,Los Angeles,Utilities,683387,575691
Q3 2024,Customer Service,Los Angeles,Miscellaneous,98382,288733
Q3 2024,Customer Service,Los Angeles,Marketing,480767,733592
Q3 2024,Customer Service,Los Angeles,Consulting,10583,481483
Q3 2024,Customer Service,Los Angeles,Maintenance,575675,875855
Q3 2024,Customer Service,Los Angeles,Software Licenses,286248,483305
Q3 2024,Customer Service,Los Angeles,Healthcare,537512,1009931
Q3 2024,Customer Service,Los Angeles,Security,848056,829226
Q3 2024,Customer Service,Los Angeles,Catering,450274,370253
Q3 2024,Customer Service,Los Angeles,Transportation,891752,91923
Q3 2024,Customer Service,Los Angeles,Legal Fees,228444,708723
Q3 2024,Customer Service,Seattle,Salaries,947803,736512
Q3 2024,Customer Service,Seattle,Office Supplies,341716,591740
Q3 2024,Customer Service,Seattle,Travel,872901,885355
Q3 2024,Customer Service,Seattle,Training,865360,961730
Q3 2024,Customer Service,Seattle,Equipment,467690,137459
Q3 2024,Customer Service,Seattle,Utilities,267285,477764
Q3 2024,Customer Service,Seattle,Miscellaneous,679710,737499
Q3 2024,Customer Service,Seattle,Marketing,469298,836271
Q3 2024,Customer Service,Seattle,Consulting,858303,1055464
Q3 2024,Customer Service,Seattle,Maintenance,137149,363593
Q3 2024,Customer Service,Seattle,Software Licenses,571303,42844
Q3 2024,Customer Service,Seattle,Healthcare,989651,717548
Q3 2024,Customer Service,Seattle,Security,977684,1052381
Q3 2024,Customer Service,Seattle,Catering,172929,279164
Q3 2024,Customer Service,Seattle,Transportation,757556,33496
Q3 2024,Customer Service,Seattle,Legal Fees,191912,735843
Q3 2024,Customer Service,Austin,Salaries,847334,571469
Q3 2024,Customer Service,Austin,Office Supplies,6577,131948
Q3 2024,Customer Service,Austin,Travel,807434,367000
Q3 2024,Customer Service,Austin,Training,51711,477508
Q3 2024,Customer Service,Austin,Equipment,564739,357617
Q3 2024,Customer Service,Austin,Utilities,494027,515313
Q3 2024,Customer Service,Austin,Miscellaneous,705463,274806
Q3 2024,Customer Service,Austin,Marketing,422863,626503
Q3 2024,Customer Service,Austin,Consulting,560119,69073
Q3 2024,Customer Service,Austin,Maintenance,250402,370792
Q3 2024,Customer Service,Austin,Software Licenses,756664,70985
Q3 2024,Customer Service,Austin,Healthcare,883930,708449
Q3 2024,Customer Service,Austin,Security,916381,383768
Q3 2024,Customer Service,Austin,Catering,245942,8599
Q3 2024,Customer Service,Austin,Transportation,96119,785292
Q3 2024,Customer Service,Austin,Legal Fees,854262,832379
Q3 2024,Customer Service,Miami,Salaries,343776,648787
Q3 2024,Customer Service,Miami,Office Supplies,824265,550235
Q3 2024,Customer Service,Miami,Travel,768754,1021967
Q3 2024,Customer Service,Miami,Training,749224,21714
Q3 2024,Customer Service,Miami,Equipment,811830,850931
Q3 2024,Customer Service,Miami,Utilities,586842,272559
Q3 2024,Customer Service,Miami,Miscellaneous,51755,351533
Q3 2024,Customer Service,Miami,Marketing,936210,231929
Q3 2024,Customer Service,Miami,Consulting,154412,896650
Q3 2024,Customer Service,Miami,Maintenance,852426,385896
Q3 2024,Customer Service,Miami,Software Licenses,589172,525234
Q3 2024,Customer Service,Miami,Healthcare,871793,763230
Q3 2024,Customer Service,Miami,Security,542770,952249
Q3 2024,Customer Service,Miami,Catering,55225,1051970
Q3 2024,Customer Service,Miami,Transportation,190921,189527
Q3 2024,Customer Service,Miami,Legal Fees,600142,214556
Q3 2024,Customer Service,Denver,Salaries,566544,647612
Q3 2024,Customer Service,Denver,Office Supplies,241617,683731
Q3 2024,Customer Service,Denver,Travel,109721,503712
Q3 2024,Customer Service,Denver,Training,606398,849029
Q3 2024,Customer Service,Denver,Equipment,114606,569025
Q3 2024,Customer Service,Denver,Utilities,539938,742698
Q3 2024,Customer Service,Denver,Miscellaneous,178190,322995
Q3 2024,Customer Service,Denver,Marketing,29930,461918
Q3 2024,Customer Service,Denver,Consulting,742067,602078
Q3 2024,Customer Service,Denver,Maintenance,261102,622397
Q3 2024,Customer Service,Denver,Software Licenses,363544,1040900
Q3 2024,Customer Service,Denver,Healthcare,274945,38259
Q3 2024,Customer Service,Denver,Security,576648,221621
Q3 2024,Customer Service,Denver,Catering,875340,739976
Q3 2024,Customer Service,Denver,Transportation,148631,85785
Q3 2024,Customer Service,Denver,Legal Fees,295478,691676
Q3 2024,Procurement,New York,Salaries,237545,523322
Q3 2024,Procurement,New York,Office Supplies,14288,200069
Q3 2024,Procurement,New York,Travel,678758,249538
Q3 2024,Procurement,New York,Training,208302,310885
Q3 2024,Procurement,New York,Equipment,799623,1043007
Q3 2024,Procurement,New York,Utilities,281195,634991
Q3 2024,Procurement,New York,Miscellaneous,62715,826107
Q3 2024,Procurement,New York,Marketing,11737,97300
Q3 2024,Procurement,New York,Consulting,590428,324770
Q3 2024,Procurement,New York,Maintenance,681611,744581
Q3 2024,Procurement,New York,Software Licenses,183047,603933
Q3 2024,Procurement,New York,Healthcare,268291,671293
Q3 2024,Procurement,New York,Security,575796,692286
Q3 2024,Procurement,New York,Catering,315368,33843
Q3 2024,Procurement,New York,Transportation,282787,398094
Q3 2024,Procurement,New York,Legal Fees,302111,130919
Q3 2024,Procurement,San Francisco,Salaries,104535,951436
Q3 2024,Procurement,San Francisco,Office Supplies,828165,10965
Q3 2024,Procurement,San Francisco,Travel,297952,924174
Q3 2024,Procurement,San Francisco,Training,513438,845316
Q3 2024,Procurement,San Francisco,Equipment,723648,1065587
Q3 2024,Procurement,San Francisco,Utilities,584247,87465
Q3 2024,Procurement,San Francisco,Miscellaneous,396065,977842
Q3 2024,Procurement,San Francisco,Marketing,331322,663537
Q3 2024,Procurement,San Francisco,Consulting,723496,665021
Q3 2024,Procurement,San Francisco,Maintenance,192812,390814
Q3 2024,Procurement,San Francisco,Software Licenses,113255,19077
Q3 2024,Procurement,San Francisco,Healthcare,611610,1007743
Q3 2024,Procurement,San Francisco,Security,831997,518082
Q3 2024,Procurement,San Francisco,Catering,938687,815034
Q3 2024,Procurement,San Francisco,Transportation,509522,981801
Q3 2024,Procurement,San Francisco,Legal Fees,2132,478336
Q3 2024,Procurement,Chicago,Salaries,694619,385738
Q3 2024,Procurement,Chicago,Office Supplies,752972,447718
Q3 2024,Procurement,Chicago,Travel,851100,260517
Q3 2024,Procurement,Chicago,Training,260427,946981
Q3 2024,Procurement,Chicago,Equipment,432779,663660
Q3 2024,Procurement,Chicago,Utilities,486443,1053391
Q3 2024,Procurement,Chicago,Miscellaneous,634123,481388
Q3 2024,Procurement,Chicago,Marketing,143003,1037298
Q3 2024,Procurement,Chicago,Consulting,783516,1024850
Q3 2024,Procurement,Chicago,Maintenance,598457,321756
Q3 2024,Procurement,Chicago,Software Licenses,261529,10001
Q3 2024,Procurement,Chicago,Healthcare,444855,20741
Q3 2024,Procurement,Chicago,Security,254608,867873
Q3 2024,Procurement,Chicago,Catering,759673,304485
Q3 2024,Procurement,Chicago,Transportation,715261,443955
Q3 2024,Procurement,Chicago,Legal Fees,625705,381013
Q3 2024,Procurement,Dallas,Salaries,526332,646053
Q3 2024,Procurement,Dallas,Office Supplies,178763,723963
Q3 2024,Procurement,Dallas,Travel,232807,152514
Q3 2024,Procurement,Dallas,Training,25363,42407
Q3 2024,Procurement,Dallas,Equipment,309838,375061
Q3 2024,Procurement,Dallas,Utilities,395798,345809
Q3 2024,Procurement,Dallas,Miscellaneous,998414,68383
Q3 2024,Procurement,Dallas,Marketing,985348,986726
Q3 2024,Procurement,Dallas,Consulting,808733,802393
Q3 2024,Procurement,Dallas,Maintenance,337473,910844
Q3 2024,Procurement,Dallas,Software Licenses,2620,28463
Q3 2024,Procurement,Dallas,Healthcare,325368,741541
Q3 2024,Procurement,Dallas,Security,450871,759507
Q3 2024,Procurement,Dallas,Catering,96419,840337
Q3 2024,Procurement,Dallas,Transportation,693894,850668
Q3 2024,Procurement,Dallas,Legal Fees,907482,255728
Q3 2024,Procurement,Boston,Salaries,497712,617723
Q3 2024,Procurement,Boston,Office Supplies,957894,277186
Q3 2024,Procurement,Boston,Travel,727989,99701
Q3 2024,Procurement,Boston,Training,843288,156612
Q3 2024,Procurement,Boston,Equipment,181324,1080352
Q3 2024,Procurement,Boston,Utilities,318953,1060607
Q3 2024,Procurement,Boston,Miscellaneous,547547,26061
Q3 2024,Procurement,Boston,Marketing,21655,163614
Q3 2024,Procurement,Boston,Consulting,951509,1052966
Q3 2024,Procurement,Boston,Maintenance,950133,379670
Q3 2024,Procurement,Boston,Software Licenses,942114,612630
Q3 2024,Procurement,Boston,Healthcare,451400,14370
Q3 2024,Procurement,Boston,Security,22602,232401
Q3 2024,Procurement,Boston,Catering,873377,751289
Q3 2024,Procurement,Boston,Transportation,667470,1007747
Q3 2024,Procurement,Boston,Legal Fees,924577,1026489
Q3 2024,Procurement,Los Angeles,Salaries,888278,388834
Q3 2024,Procurement,Los Angeles,Office Supplies,343962,1000587
Q3 2024,Procurement,Los Angeles,Travel,928699,407382
Q3 2024,Procurement,Los Angeles,Training,526825,863600
Q3 2024,Procurement,Los Angeles,Equipment,411354,946629
Q3 2024,Procurement,Los Angeles,Utilities,962832,810081
Q3 2024,Procurement,Los Angeles,Miscellaneous,781498,948482
Q3 2024,Procurement,Los Angeles,Marketing,702562,738697
Q3 2024,Procurement,Los Angeles,Consulting,172236,645486
Q3 2024,Procurement,Los Angeles,Maintenance,913977,1057540
Q3 2024,Procurement,Los Angeles,Software Licenses,90743,538439
Q3 2024,Procurement,Los Angeles,Healthcare,448875,597164
Q3 2024,Procurement,Los Angeles,Security,87155,832394
Q3 2024,Procurement,Los Angeles,Catering,968196,748224
Q3 2024,Procurement,Los Angeles,Transportation,907630,441644
Q3 2024,Procurement,Los Angeles,Legal Fees,943349,172611
Q3 2024,Procurement,Seattle,Salaries,90846,1079114
Q3 2024,Procurement,Seattle,Office Supplies,759795,309865
Q3 2024,Procurement,Seattle,Travel,293706,96472
Q3 2024,Procurement,Seattle,Training,815468,22285
Q3 2024,Procurement,Seattle,Equipment,717112,569057
Q3 2024,Procurement,Seattle,Utilities,861665,525181
Q3 2024,Procurement,Seattle,Miscellaneous,608337,29170
Q3 2024,Procurement,Seattle,Marketing,240647,249506
Q3 2024,Procurement,Seattle,Consulting,331825,803704
Q3 2024,Procurement,Seattle,Maintenance,290962,768705
Q3 2024,Procurement,Seattle,Software Licenses,949048,19734
Q3 2024,Procurement,Seattle,Healthcare,849964,744217
Q3 2024,Procurement,Seattle,Security,997140,826335
Q3 2024,Procurement,Seattle,Catering,320849,191957
Q3 2024,Procurement,Seattle,Transportation,545392,875937
Q3 2024,Procurement,Seattle,Legal Fees,387480,673098
Q3 2024,Procurement,Austin,Salaries,653192,445602
Q3 2024,Procurement,Austin,Office Supplies,857035,695847
Q3 2024,Procurement,Austin,Travel,627787,989433
Q3 2024,Procurement,Austin,Training,846457,574442
Q3 2024,Procurement,Austin,Equipment,752624,761617
Q3 2024,Procurement,Austin,Utilities,819749,693470
Q3 2024,Procurement,Austin,Miscellaneous,425632,574048
Q3 2024,Procurement,Austin,Marketing,174084,848494
Q3 2024,Procurement,Austin,Consulting,525156,257891
Q3 2024,Procurement,Austin,Maintenance,893017,669563
Q3 2024,Procurement,Austin,Software Licenses,462261,669225
Q3 2024,Procurement,Austin,Healthcare,677760,221802
Q3 2024,Procurement,Austin,Security,311414,158673
Q3 2024,Procurement,Austin,Catering,204141,292912
Q3 2024,Procurement,Austin,Transportation,644703,251514
Q3 2024,Procurement,Austin,Legal Fees,444049,950959
Q3 2024,Procurement,Miami,Salaries,195716,1010927
Q3 2024,Procurement,Miami,Office Supplies,605494,718931
Q3 2024,Procurement,Miami,Travel,332612,1044622
Q3 2024,Procurement,Miami,Training,191545,571072
Q3 2024,Procurement,Miami,Equipment,964313,667209
Q3 2024,Procurement,Miami,Utilities,432544,859553
Q3 2024,Procurement,Miami,Miscellaneous,431000,763462
Q3 2024,Procurement,Miami,Marketing,24723,646942
Q3 2024,Procurement,Miami,Consulting,848078,478010
Q3 2024,Procurement,Miami,Maintenance,722615,91438
Q3 2024,Procurement,Miami,Software Licenses,525362,808664
Q3 2024,Procurement,Miami,Healthcare,780533,202007
Q3 2024,Procurement,Miami,Security,289642,436952
Q3 2024,Procurement,Miami,Catering,721882,630123
Q3 2024,Procurement,Miami,Transportation,622169,494397
Q3 2024,Procurement,Miami,Legal Fees,414757,276694
Q3 2024,Procurement,Denver,Salaries,571217,182413
